content,label
Aplikasi asu,Negative
bolak balik mengisi data lupa kata sandi katanya suruh cek email tapi ttp tidak bisa masuk.. aplikasi parah banget tidak bisa membantu memperlancar.. membingungkan.,Negative
"Tidak Jelas, melakukan pengajuan lupa Efin selalu gagal verif padahal semua data sudah sesuai dicoba berkali-kali tetap eror terus.",Negative
"log in berkali2 gk bisa,sudah melakukan validasi data log in pakai NIK tak bisa",Negative
"Banyak bug, terlihat app ini dipaksakan dibuat, lucunya app ini adalah app yg mengelola uang kolektif seluruh masyarakat untuk pemasukan negara tapi bikin dan ngurus app segini aja kaga beres, kalah sama app pinjol yg meresahkan😂😂",Negative
Aplikasi taaaaeeekkkkkkkk...... udah itu aja...,Negative
"Mau foto Selfi utk klaim efin aja sering keluar sendiri, wa admin cabang Kuningan Jaksel Mala cmn di baca , itu karyawan makan gaji buta njing",Negative
Sdh Di download malah ga bisa masuk,Negative
"Haduuuhhh mau bikin NPWP aja susahnya minta ampun, tahap 1&2 nya sudah beres giliran isi formulir tingkat 2 nya yg data pribadi itu susah bgt dari smlm sampe skrg ga bisa terus pas verifikasi data padahal data kenceng.",Negative
"maaf, karena ada pemadanan sekarang login bisa pakai nik, tapi di aplikasi ini max char length di NIK/NPWP hanya 15. jadi untuk login ke djp pakai app ini belum bisa pakai nik. tolong tambahkan max char nya",Negative
Sdh di isi sesuai permintaan tetap salah terus,Negative
Aplikasi ini bikin jengkel orang aja NPWP / NIK dan Pw udah bener ... eh ... katanya salah Jadinya kan bikin kesel orang,Negative
"Jumlah input karakter nik untuk login kurang 1 , sehingga nik yg diinput/diketik tidak akan komplit bagaimanapun caranya. Ini entah disengaja biar gada yg login dulu atau ada kesalahan nulis script kodenya ya 😅 ?",Negative
"Aplikasinya tidak user friendly, berat udah kaya main game gede, interface juga g enak di lihat",Negative
"bagus,,",Positive
aplikasi aneh,Negative
"Mau daftar aj susah bnr, dibilang akun sudah terdaftar pula",Negative
"Apa dananya disedot lagi,. Mau login pake nik/npwp tpi karakternya kurang 1. Ambe semua aja",Negative
"Kode otp tidak kunjung masuk, sudah 2 jam tidak ada sms juga.",Negative
Aplikasi pemerintah emang gada yang bener. Makanya kalo ada anggaran buat teknologi jangan korupsi Mulu. Perut di gedein. Percaya aja sama developer gausah banyak protes boomer,Negative
KORUPSI TRUSSS....,Negative
Tidak bisa daftar akun,Negative
"Bayar pajak ko ruwet, ka gak jelas, nyusahin orang",Negative
Apk rusak,Negative
Kenapa force close terus waktu ambil foto diri,Negative
"Ga bisa login, jumlah digit kurang",Negative
"Zaman dah canggih. Tapi masih aja harus ke kantor. Ngurus ini ngurus itu, baru bisa login. Birokrasi masih nggak bisa hilang tah di negra ini? Hadeeeeh, ini to yg namanya modernisasi dgn kearifan lokal?, sudah digital tapi birokrasi harus tetap ada. 😈",Negative
Sangat membantu,Positive
Aplikasi babi padahal nomor telepon dah bener tapi ga bisa anjg,Negative
Aplikasi nya tidak sesuai dengan yang diharapkan.. Selalu gagal untuk meminta efin,Negative
Kira kira lah bikin aplikasi tadi vaild..buka lagi engk valid...,Negative
Mantap,Positive
"Aplikasi cuma menampilkan data dan ajakan giat, minim fitur, mohon diperbaiki",Negative
Aplikasi TOLOL ! Mau masuk aja susah,Negative
Sekelas lembaga riba eh pajak masa ga bs buat aplikasi bagus.. heran.. anggarannya lari kemana..??,Negative
"dua bulan ini ""tombol buat kode billing"" ndak aktif, mau buat kode billing ndak bisa, sebelumnya lancar",Negative
Ini kode verisikasi efin itu dikirim pakai apa ya? Kok lama bgt ga muncul². Ga pakai pos kan?,Negative
Login dengan NIK KTP kolom tidak cukup untuk mengisi nomor NIK KTP,Negative
"Setlh update, Nama alamat tdk bisa diisi. Sebelum update, jenis setoran yg gak muncul. Aplikasi jelek banget. Mohon segera diperbaiki.",Negative
"sangat parah,aplikasi tak bermutu,pelayanan tidak memuaskan,mempersulit masyarakat",Negative
Apps yg asalan saja,Negative
"Verifikasi gagal terus pulsa kepotong terus padahal kode otpnya sudah benar tapi gagal terus,kalo ga bisa bikin aplikasi mending gak usah di buat Buang2 anggaran aja",Negative
Aplikasi jembut rontok susah,Negative
"Mending gausah bikin EFIN dah kalau lupa susah banget nyari² si EFIN, lewat apk keterangan gagal ERR_SMSGW, lewat layanan telpon 1500200 coba menghubungi petugasnya ga bisa tersambung sama petugas malah di matiin telpon nya, lewat chat bot website ga bisa yaudahlah caranya biar gampang dateng ke kantor KPP",Negative
Minta efin gagal terus apk payah,Negative
buruk,Negative
Loginya pas pengisian nik/npw angkanya kurang 1 digit jadi gak bisa login,Negative
"Susah login, verifikasi gagal terus hadehhh",Negative
Kurang bisa dimengerti,Negative
Loh in susah bgt gblok bgt suruh taat pajak tapi ribet,Negative
"Mau login disuruh isi EFIN. Lupa EFIN disuruh ngisi data diri tapi gagal terus, tertulis gagal mendapat no HP padahal gak ada sama sekali isian no HP. Ribet",Negative
Aplikasi goblokkkkkk,Negative
Good job! :),Positive
aplikasi anjingg mempersulit kebanyakan erorr monyett,Negative
aplikasi gk jelas pas daftar malah bilang nik tidak terdaftar didukcapil.aneh gk mungkin tau orang baru berapa bulan lalu urus kk dll smua bisa dasar,Negative
Udh daftar mau masuk ke akun malah tidak terdaftar malah udh daftar 2x adeh,Negative
Aplikasi sampah!,Negative
Bukannya benerin web malah bikin aplikasi,Negative
Buat login pakai NIK tidak bisa. Kolom pengisian kurang/tidak di izinkan.,Negative
"Aplikasi yg mempersulit masyarakat,,maunya terima uang pajak aja,tapi kita mau login begitu di persulit,,aku masukin nomer mpwp malah gak ditemukan,,",Negative
"Tidak bisa masuk karena lupa efin di tlpn ke cs minta d bantu malah lempar sana sini, pelayanan nya sangat buruk!",Negative
Cabca tidak cocok terus. Kacau aplikasi djp 😇,Negative
Apk bodoh,Negative
"jangan mempersulit untuk apa ada digital online kalau harus ke kantor pajak,tinggal merubah no npwp ke no nik ktp aja susah banget.data sudah lengkap",Negative
"buruk,pengen liat efin sama login aja susah dipersulit kok gini banget",Negative
Gagal terus buat EFIN,Negative
Aplikasi dangak2...,Negative
Minimal mobile appnya dikembangin dulu sebelum ngerepotin rakyat,Negative
"Kenapa ketika mau mengajukan lupa efin di aplikasi, aplikasinya selalu keluar sendiri? Tolong bantuannya",Negative
Ampas.,Negative
"Sangat tidak bermanfaat, karena tidak berguna untuk pendaftaran orang pribadi. Harus ke kantor pajak. Apa gunanya aplikasi online? Harusnya memudahkan bagi yang punya inisiatif untuk membuat atau memiliki NPWP pribadi dan bisa bayar pajak. Bagaimana mau bayar pajak, secara pribadi tidak punya NPWP?",Negative
Jarang update sulit login ngelag,Negative
Susah masuk Tambahin scan QR biar enak tinggal foto,Negative
"payah aplikasinya, gagal terus, mau ajukan efin susahnya minta ampun. gagal2 terus padahal data yg di isi sudah benar.",Negative
Aplikasi mantul bosqoue,Negative
Apl ga jelas fak kata gue teh . Link bapuk bang*t,Negative
Aplikasi aneh,Negative
"Aplikasi sampah,,, mau bayar pajak aja susahnya,, login GK bisa ini salah itu salah,,, bikin males bayar pajak,, buat kalian jngn mau download aplikasi ini yaa biar GK nyesel",Negative
"Ga bisa login pakai NIK, field ID cuman 15 karakter, sementara nik ada 16 -_-.",Negative
"GAK BISA RESET PASSWORD, anehhhh, gak usah bayar aja lah",Negative
Redownload,Neutral
"Ga jelas knp sih ini aplikasi udh bener password yang saya masukin ,saya catet loh tapi tetep ga bisa login aneh ,aplikasi rusak",Negative
"Slow respon, ga guna selalu gagal kalau mau login, gw bayar lu pakai uang bukan pake daun sat",Negative
"Merugikan waktu,",Negative
Daftar Efin ga pernah bisa..ngapain juga buat aplikasi payah spt ini..,Negative
nice,Positive
apk tai lemot,Negative
Terimakasih sangat membantu program pemerintah,Positive
Semoga mempermudah,Neutral
"Sebaiknya baiknya alat adalah yang di buat dengan penuh kebaikan "" jika tidak ada kemudahan di dalam nya seperti membalikkan telapak tangan "" dari atas ke bawah "" untuk apa di luncurkan "" perbaikilah semua fungsi nya Agar hidup penuh kebahagiaan "" jangan di sembunyikan kebenaran jika sudah mengetahui Karena Allah hanya menyukai kebenaran tertinggi diseluruh alam semesta ini.",Neutral
"Aplikasi aneh, mau masuk berulang kali salah password terus, sdh masuk malah gak bisa diapa apakan menu menu didalam ya, bener bener aneh, ayolah pemerintah masa satu aplikasi begini aja gak bener. Gmna mau system' online berlaku",Negative
"Uang pajak di korupsi, aplikasi gak bagus",Negative
Di update kok malah tidak bisa di buka???,Negative
Ga bisa login walaupun npwp dan pasword sudah benar,Negative
"Daripada ribet, itu efin mending hilangkan saja, kenapa?? Aplikasi ga berguna, lupa efin aja ribetnya minta ampuuunnnn! Harus ini itu, tapi aplikasi ga mendukung, buang-buang anggaran saja! Bilang aja tinggal datang ke KPP masing-masing, ga ush pake aplikasi segala! Beres!",Negative
"Aplikasi pemerintah,,nasib nasib",Negative
Ga guna. Ngga bisa login,Negative
"Inikan aplikasi milik pemerintah,jadi tolong dong jangan eror melulu dan tolong segera diperbaiki,jangan bikin malu pemerintahankami selaku warga sangat mendukung",Negative
Aplikasi gak guna 👎,Negative
Masuknya aja ribet gmn mau bayar pajak,Negative
"Aplikasi nya parah mau login lemot bngt GK BS""",Negative
"Gk ngaruh, gk berguna, pelayanan gk ada jaminan... Bobrok..",Negative
"Tolong perbaiki lagi app nya,, semalam bisa di buka knapa pagi ga bisa masuk status error",Negative
cacat,Negative
"Aplikasi yang mengecewakan, katanya di suruh taat pajak, giliran kita sudah taat tapi malah di persulit. Log in aja gk bisa, gak usah nyuruh rakyat taat pajak, gak usah nagih2 pajak kalau sistem nya saja belum beres. Kalau mau nyuruh rakyat taat pajak bukin sistem yang sederhana yang mudah di fahami. Kita cari makan tdk di bantu negara jadi mohon di permudah kalau ingin rakyat taat pajak.",Negative
Ga bisa buat kode billing. Aplikasi ga jelas. Gmna mau byr pajak.,Negative
Ni aplikasi rewel bgt,Negative
𝕊𝕒𝕟𝕪𝕒𝕥 𝕞𝕖𝕟𝕕,Neutral
Mau lupa efin keluar Mulu pas dana udah lengkap keluar,Negative
"Kenapa saya tidak bisa login di apk ini, saya sudah klik lupa pasword dan sudah saya masukkan no npwp, efin dan kode keamanan setelah submit malah di suruh ngisi ulang 😡",Negative
"Aplikasi bodoh dari pemerintah...masa saya sdh daftar.npwp dan email sdh selesai semua ,dan saya save di google email saya.ketika saya buka td bisa .tolol...",Negative
Dodo ga bisa masuk,Negative
"Ini gimana mau login aja susah,padahal sudah d masukkan dengan benar npwp dan paswort,tp tetap saja nggak bisa login & salah terus",Negative
Lah ko habis di update ngga bisa masuk pake NIK ya. Cm bisa ngetik 15 angka. 1 angka lagi ngga bisa diketik. Aneh..,Negative
"aplikasi ampas, buat memperbaiki lupa efin aja susahnya minta ampun. suruh taat pajak, tapi bikin aplikasi aja masih banyak msalahnya dasar kagak becus bekerja kalian ini",Negative
"Coba untuk Buka akun yg diblok dipermudah untuk buka kuncinya, terlalu ribet",Negative
Mau proses pengajuan efin karna lupantp tidak bisa dikarenakan pas mau foto aplikasi langgung keluar sendiri,Negative
"Pengajuan lupa efin error terus, ini gmn sih punya pemerintah biaya aplikasi guedeee tp erorr",Negative
Maruzani,Neutral
Dapatar aja susah bener udah 30 sandi aku coba yg beda² tetep ngga bisa,Negative
"Asal kita paham cara pake aplikasinya pasti terasa mudah, sipp",Positive
"Coba tolong diperbaiki. Verifikasi selalu gagal, data yang diisi sudah benar!",Negative
"error data nik gk ditemukan, gimana ceritanya ini",Negative
Eror wae,Negative
Kenapa belum bisa login pakai KTP,Negative
"Aplikasi ga guna, baru di instal udah error, muncul notif update pula",Negative
Aplikasi ga guna,Negative
Error mulu.. Hadehh,Negative
Mantap,Positive
"Sekitar 1 tahun yang lewat ini aplikasi ini bagus dan baik saja digunakan, makin sekarang dan makin di upgrade kok malah rawan erorr. Padahal nomor NPWP dan kata sandi / password sudah pas dan juga sudah bolak balik diganti waktu sewaktu mau login buat laporan SPT. Chat dari WhatsApp bolak balik masuk terus, sementara dari link dan aplikasi tidak bisa login. Aneh memang aneh.",Negative
Saat mengisi npwp online karakter huruf email jd kapital semua.. jd gak bisa daftar.. bagaimana ini dirjen pajak padahal saya pingin jd warga yg taat,Negative
"abis update malah makin lemot, erorr, mau bikin billing buat bayar pajak kagak bisa2, atau GA PERLU BAYAR PAJAK AJA ATO GIMANA NIIH... GW MALAH SENENG...😌",Negative
"Aplikasi pemerintah selalu gak bener, pejabatnya gak bener kerjanya.",Negative
Ini error ga bisa masuk mohon perbaiki,Negative
Saat minta kode billong malah gak bisa di ketik kolom setelah nama,Negative
Bagus sekali,Positive
Ok,Positive
"kagak bisa loggin.. nik/npwp... kotak nomornya kurang satu, aya aya wae",Negative
Ajarin,Neutral
Aplikasi buruk susah percuma diinstal,Negative
Oke.,Positive
erorr terussss,Negative
"Kode Verifikasi gagal terkirim, mohon petunjuk dan arahannya..",Negative
"Aplikasi ga jelas, bakar aja ga guna ga bisa login",Negative
Apk gk jelas,Negative
Top,Positive
Applikasinya setelah terinstak..selalu error..minta restart..tapi malah ga bisa juga,Negative
Di upgrade malah error... Gimana sih,Negative
Aplikasi lambat dan tidak bisa di buka,Negative
bagus,Positive
"bingung, d suruh lapor spt , pas isi data error mulu, nyampe nge WA ngirim surat hadehh..",Negative
MANTAB lanjutkan sobat,Positive
Not Worth It aplikasinya. Mending via website aja. Mohon dihapus aja aplikasinya klo dipersulit begini mau login.,Negative
Bagus ....,Positive
NIK/NPWP Login kurang 1 digit. Jadinya gak bisa masuk error karena jumlah angka kurang 1,Negative
Tidak bisa minta kode effin padahal data udh sesuai,Negative
setelah update malah error terus.. segera perbaiki!,Negative
Buang buang duit aja bikin aplikasi ga guna,Negative
error melulu tiap kali buka aplk nya....ga bener pilih vendor aplikasi nya......lemah....ga profesional.....kalah sama aplikasi ojol,Negative
Good app,Positive
Namanya biaya pemerintah yakan sudah wajar banyak kendala hahahaha Capek saya yg niatnya mau bikin npwp sebagai warga wajib pajak,Negative
"Mau bayar pajak bulanan, jenis pajak dan jenis setoran tidak bisa di akses tolong diperbaiki.",Negative
"Sering server error, tolong diperbaiki la",Negative
Tiap login selalu fatal error g jelas banget,Negative
"Aplikasi apa ini, dibuka aja gk bisa, disuruh restart trs",Negative
"Ketika aplikasi sudah terinstal dan dijalankan muncul sebuah pesan ""unexpected error occured"", dan meminta restart, dan begitu terus ketika sudah direstart apknya. Bantu dunk",Negative
"Kalo bisa aplikasinya dihapus aja gak guna sumpah,minta verifikasi buat efin pas udah diisi malah kodenya salah,begitu aja trus,tolong lah ini bukan mempermudah malah menyusahkan.",Negative
"Ini aplikasi gmn sih, mau login aja error mulu, padahal udh punya akun tp mau masuk aja gk bisa bisa 👎",Negative
"Parah nih,kg bisa bikin apk udah sosoan mau mendigitalkan pajak,untuk mendapatkan efin saja sulit nya luar biasa",Negative
"Sangat mengecewakan,terlalu banyak persyaratan,untuk mendapatkan Efin saja sangat sulit.",Negative
"Parah ini aplikasi , mau buat kepentingan malah gak bisa ke buka . Ket restart restart trs, pdahal udah sy perbarui. Mksdnya apaaaa????? 💩BRENGSEK MALAH GK BS DI BUKA SAMA SEKALI , APLIKASINYA MATI AP GIMANA WOIIIIII , buat pnting ini",Negative
"Duit update system ,dipake buat beli rubicon apa?",Negative
"Mau bayar pajak aja susah, heran :(",Negative
"Waktu login error terus,, padahal nomor dan password nya udah bener,, heran,, tapi kalau masuk di website bisa login,, cuman di apk ini aja ga bisa..",Negative
Apk tolol,Negative
"Makin parah,malah nomer npwp gk kedaftar😴,gimana mau update nik ke npwp kalo gini,masa sekelas nasional,buat aplikasi kayak gini,tuh liat ratingmu,lama lama kalau makin parah,tunggu aja rating mu turun ke 1 ,benerin lah,masak kayak aplikasi pinjol ilegal ratingnya😑",Negative
Tiap tahun rakyat bayar pajak. Aplikasi masih kek gini????,Negative
"Lupa efin ,sudah mengikuti prosesnya, dan pas di akhir menunggu pesan otp tidak muncul2",Negative
"Masa iya sih dirjen pajak gak mampu hire pengembang yg profesional, ini aplikasi benar2 buruk, cuma bisa lihat2 menu doang, giliran input data hasilnya zonk, bahkan untuk login saja gak bisa, mendingan di takedown saja deh dari playstore.",Negative
Aplikasi semua pemerintah itu aneh data semua udah bener untuk lupa effin malah salah terus ! Berulang kali taaik,Negative
Aplikasi ( tolol) . Maaf kemarin aplikasi sebelah pengurusan ijin berkemudi online yang saya komentari .sekarang ini juga sama saja. Tinggal verifikasi online via email apa susahnya dengan sistem yang dikelola swasta. Sekelas pemerintah saja pakai aplikasi bikin susah,Negative
Aplikasi ngga guna,Negative
"udah 2bulan ini tsk bs bayar pajak,entah ada gangguan apa aplikasi ini,nanti jgn salhkan sy gak bayar ya pak,aplikasinya aja yg tdk mumpuni",Negative
"di app nya gk bisa masuk, tapi di web bisa, bneran gk guna jd nya",Negative
App dan website sama aja pendaftaran online gk bisa krn kode captha salah teroooos Sama aja gk bisa. Bkin online dong kalau kyk gni,Negative
"perbaiki dulu woy pendaftarannya, wajib bayar pajak tapi nyusahin di pendaftaran hadeh",Negative
"Aplikasi sampah, buat login aja susah",Negative
"User sdh terdaftar tapi mau login gagal terus Padahal aplikasi punya pemerintah, tp kok gini amat 🙄",Negative
Baru aja dibuka udah force close.. Sm j2 prime betulin android 6,Negative
"Harusnya mempermudah, tapi ini justru mempersulit. Kenapa susah sekali login, padahal sudah jelas benar email sama paswordnya",Negative
Gak bisa dipakai masih bagus yg sebelumnya,Negative
pajak udah di bayar server malahan lemot parah dasa !,Negative
Eror nee aplikasi nyaa dari semalam di tanggal 02/11/2023 sampai hingga saat ini pagi jam 6.26 Hari d tanggal 03/11/2023 gimana kementrian keuangan pengelola Perpajakan??,Negative
BUAT APLIKASI RINGAN AJA GABISA.. TOLOL!!!,Negative
"blum apa2 udah app error, pasti bukan w doang yg heran kenapa aplikasi buatan pemerintah yang harusnya bagus malah jadi abal2 begini, pihak pengembang yang serius lah bikin aplikasi besar begini, ini lebih mirip aplikasi yang masih Alpha version.. tingkatkan lagi,nanti kalo udah jelas, baru dirilis ulang!!!!!!",Negative
"02/11/2023 tumbang server ga bisa akses , server negara",Negative
kom,Neutral
Kode Vertifikasi kok lama banget,Negative
"Bikin web yang bener , kalo gk bisa di akses gausah bikin , makannya jangan kebanyakan d korup jadi nya gk maksimal",Negative
"APLIKASI APA SIH SEBENERNYA INI HADEUHHHHHH, sebesar itu nama djp, tapi bikin apk kok begini 🥲",Negative
"Jadi jelek dang gak guna karena nggak bisa dipakai. Masih mending dulu, walaupun harus ribet berulang kali login kalau mau pake. Berharap pembenahan tapi kayaknya mustahil. Terlihat dari rating yang nggak sampai 3.",Negative
"Aplikasi Tidak Bisa Login,Di Chrome Bisa...Bisa Buat Aplikasi Tidak",Negative
"Tolong di perbaiki, kadang eror di saat mau login",Negative
"Sangat sangat 👎, tidak bisa di akses",Negative
Apk erros terus untuk pemutahiran nik ja dan pelaporan SPT ngga tau yg mana,Negative
"Udh diklik tetap aja ga masuk"" Server eror terus masa?",Negative
Apknya jelek bangat,Negative
"Registrasi sudah berhasil tapi kartu fisik belum di kirim,, dan saya cobak login ulang malah data tidak di temukan.. Payah aplikasi negara kok letoyyyy",Negative
mulai kemarin error terus,Negative
Tidak bisa mengklik jenis pajak saat membuat kode billing,Negative
aplikasi ga guna . mau log in d apk aj gk bisa . note no npwp pasword tidak trdaftar . pdhal msuk d website nya bisa lancar no npwp sma pasword nya udh bener. buat ap d bkin apk klo g bisa d pake . sistem nya apa admin nya yg kerjanya tidur gk d prhtikan perfom dri apk ini . 😂 indah nya negriku,Negative
Apk apaan 10kali coba kirim verivikasi aja gak dikirim kirim gak jelas,Negative
Wajib,Neutral
Aplikasi negara kok begini... Tim ahlinya NGACO,Negative
"Proses langkah ke 2 selalu gagal..catatannya FLOW TIDAK BENAR ( SESSION TIDAK DITEMUKAN ) ,Aplikasi buatan orang Indonesia ngak ada yang beres...kebanyakan korupsi anggaran biaya😠😠😠😠, masukkan kode captcha salah trus ..yang salah mataku apa yang buat aplikasi nya yah",Negative
Mau isi SPT kok susah banget...data sudah di isi pas akhir gagal melulu...banyak bner alasannya....knapa ga di permudah SJ buat pelaporannya...rumit...itu jg lewat web...lewat aplikasi error' tp mlulu...gimana mau jalan perpajakan..klo mau lapor SJ sudah susah,Negative
Tidak bisa di pakai utk lapor pajak aplikasinya. Minta restart trs,Negative
Lebih mudah aksesnya,Positive
"Kaya gak guna aja apknya,, buat cetak kode biling aja gak bisa,,, menunya jg gak lrngkap, banyak yang eror,,,menu menunya jg beberapa dialihkan ke web,,, harusnya sekelas dirjen pajak apk dan layananya harus wajib diperbaiki,,, masyarakat yang udah sadar pentingnya pajak harusnya dipermudah bukan dipersulit bayarnya tau tau dapet surat denda🥴🥴🥴",Negative
Good,Positive
"Aplikasinya gak bisa d operasi kan, coba buat log in pun gak ada respon",Negative
"Aplikasi jelek, ga bisa masuk",Negative
Ok,Positive
Pelayanan live chat pajak an IVAN sangat amat burukkkkkkk .....,Negative
Mau dapatkan efin karena lupa pasword sudah isi data sesuai ktp tp verifikasi gagal terus. Aplikasi gak guna saya mau bayar bukan mau narik uang pak bu dirjen,Negative
Belum berfungsii,Negative
"Kok verifikasi aku gagal terus, Kalau mau aplikasi ini lancar,cara kerjanya jgn di persulit Mulai dari nama, sampai yg di perlukan sudah semua,dan sudah di pastikan ga ada kesalahan,tapi verifikasi gagal terus 😡😡😡😡😡😡😡😡😡👹👹👹👹👹👹👹👹👹👹👹👹👹👹",Negative
"Langsung unimstal,, apk CACAT",Negative
Gimana masuknya sihh ko salah Mulu eror Mulu padahal udah aktifasi kartu udah ada tapi tetep aja salah Mulu heran,Negative
"Coba pemerintah tolong rekrut orang yg pintar untuk menjalankan aplikasi ini... ini aplikasi sama sekali tidak berguna kalau begini,... Setiap saya mengajukan nomor efin yg lupa selalu gagal verifikasi nya... sumpah gak ada guna nya aplikasi ini kalau bgini",Negative
sangat lambannnnn,Negative
Aplikasi terhenti stuck,Negative
"Ribet tetep aja ujung2nya harus kecabang buat minta efin hanya untuk sekedar login saja,ngakunya terintergrasi dengan nik tapi tetap sampah",Negative
Lupa efin tapi saat verifikasi foto gagal terus.,Negative
"Mantab, tapi kok saya ga bisa nmr minta efin dari apk ini gagal berkali2",Negative
kode otp ga masuk2 gjlsss,Negative
"Apk gk guna.. Pengguna baru. Daftar disini nya gk bisa di klik. mau tau kode EFIN aja ribet banget prasaan lebih dari 10x saya coba.. Jawaban nya undefined terus. Kalo toh ke kantor pajak, untuk apa guna nya APK ini. Kalo kantor pajak dekat dr lokasi kita tak apa.. Ini jauhnya bukan 😡😡😡",Negative
"Puluhan Verifikasi gagal terus, serius gak di ini aplikasi",Negative
NICE & RECOMMENDED,Positive
"Mending manual datang k kantor pajak, pulang tinggal nunggu kartu fisik npwp, dari pada online tpi tidak berguna, daftar selalu gagal.. mau meng onlinekan npwp lama fisik) pun susah.. sedangkan zaman skrg mesti login k aplikasi dlu",Negative
Kenapa saya gagal saat kirim kode padahal saya benar memasukkan kodenya,Negative
Aplikasi mudah untuk di aplikasikan.,Positive
Rudet cacak dek mayar,Negative
Saya mau daftar npwp baru..pas mau daftar d suruh masuk web pendaftaran..udah d isi form nya tp pas minta kode otp gak ada sms masuk ke no saya..udah bberapa x d coba tetep gk bisa...perbaiki lagi sistem nya biar bisa lebih mudah,Negative
"Kok aplikasi pemerintah pada gajelas. Gabisa daftar, gabisa dapet efin. Tapi maksa bayar pajak wkwkwkwk",Negative
Gagal trus apk ga layak,Negative
"Ribet daftar nya Padahal.. Efin sama NPWP sesuai Salah,, salah,, Ganggu kerjaan ajh Lazada ajah cuma 2 menit daftar selesai",Negative
"Ini aplikasi untuk laporan pajak atau cuma buat kode billing aja,gak jelas aplikasinya,klo usah ada kode billing trus lapornya dimna? Polsek,kantor camat,kantor desa,atau kemana?",Negative
Sangat betul,Positive
Kenapa sih tiap buka aplikasi sll aza kluar lg sndr n tulisannya eror.. Tolong donk diperbaharui agar lbh nyaman pake nya Klo udah bagus saya tambahin ya Bintangnya.. Makasih,Negative
"Pengajuan lupa efin gk bisa2,gagal terus 😴",Negative
Pelayanannya sangat buruk..untuk apa ada layanan online.jika proses lupa efin aja harus dtg ke kantor pajak..k,Negative
I like you👍,Positive
"saya mau mendaftar npwp, tetapi ada kendala di tempat domisli itu kan otomatis di isinya jadinya gak bisa di ganti dari wibsitenya kode pos 71570 harusnya di sini 71572 jadinya saat di tekan lanjut itu gak bisa data tidak di temukan hasilnya mohon di bantu",Negative
Ribet!!!! jadi faham ma kerjanya pd bobrok semua!!!,Negative
Ok,Positive
"Pas daftar krim kodenya lama, klau salah cepat dapat info salahnya tapi klau benar tiba"" Heng lalot ,,, perasaan daftar aplikasi lain lancar jaya sekalinya daftar berkas negara pasti dipersulit entah dari oknum maupun aplikasi nge heng🫢",Negative
error,Negative
Gae akun e angel eram gak ndang dadi² ngentekne pulsa tok cok!,Negative
Sangat membantu,Positive
Ribet banget,Negative
Mau daftar aja ribet kali....,Negative
"""KEMUDAHAN"" APANYA ,,INI BUAT ORANG YANG BELUM SAMA SEKALI PUNYA NPWP MAU DAFTAR SUSAH BANGAT ,,MANA SERVER DI WEB GAJELAS ,,KADANG NOMOR NPWP CABANGNYA SALAH KADANG BENER",Negative
"Dari 2022- sampai 2023, mau login di DJP ,onlain ko status eror Mulu,nh tak coba lagi 29-09-2023,kirain dah beres , sandi dah benar, klik ganti sandi malah kaga bisa ,ini gimana pak/Bu ,apa sudah di buat onlain buat laporan SPT,untuk mempermudah masa masih di persulit juga, harus tetap juga ke kantornya taaah . Okelah saya akui pas bikin NPWP ,sangat mudah karena covid kali yah bikin lewat onlain 2 hari jadi di Anter Ama tukang pos",Negative
Gabisa login,Negative
"bikin emosi sekali, udah banyak captcha ngelag parah, udah gitu gabisa login daritadi anj emg",Negative
"Cuma mau minta nomor efin , pas isi data salahan mulu padahal udah sesuai 😴",Negative
"Sangat mengecewakan, sangat sulit di operasikan, sangat ribet dan sama sekali tidak efisien, padahal apk pemerintah, seharusnya membantu, ini sangat mempersulit, bagaimana orang mau taat pajak kalaw sulit bgini, tolong d evaluasi bpk2,",Negative
Pengalaman kali pertama pengunaan aplikasi namun saya agak kesulitan utk masuk,Negative
Bikin aplikasi yang bener lah,Negative
"Aplikasi gak jelas... EFIN EFIN apaan lah Mending kalo mudah buat dapetinnya lagi ini mah prosedurnya repot... Ga bisa bikin sistem gaya""an mau secara online.. SAMPAHHHH",Negative
"Semangat Indonesiaku, aplikasi nya gaada yang bisa membantu",Negative
Parahhh gabisa login d web bisa 😭,Negative
"Sudah mau login selalu email dan password nda sesui ,padahal udah cocok !!!!",Negative
Ribet tgl kirim otp aja paje syarat ga bs krtu axis xl tri aneh,Negative
Gini amat aplikasi bug sana sini,Negative
Apaan sihh apk gajelas mau daftar juga gabisa di klik daftar npwp nya duhh,Negative
Mantul,Positive
Pas udah ngisi semua mala gagal,Negative
GK jelas pdhl lupa password sama efin pngn rubah Kya nya ribet amat udh ikutin semua step malah error' di ending nya padahal udh sesuai klo gini jdi males bayar pajak heran mau lapor juga ribet gbs ubah password,Negative
Loginya gagal bae,Negative
Membantu,Positive
Coba dulu,Neutral
Redownload,Neutral
"Buat bayar pajak aja di persulit, Layanan untuk OTP Tri tidak tersedia",Negative
Lemot sekali bisa di perbaiki tidak kalau tidak hapus saja aplikasi ini !!,Negative
"Cuk kimay pajak bikin rakyat bangkrut, bubarkan pajak ulah menteri keuangan anda yg gak benar!!!!, rakyat di bebankan pajak sangat besar.",Negative
Ribet otp segala.. Capca segala.. Hadehhb.. Persulit sekali,Negative
Baik,Positive
"Susah login, sudah dapat kode lewat email tetap dianggap salah....",Negative
Bagus,Positive
penilain buruk semeua,Negative
